"metric","C1","C2","C4","desc","min","max","range","sd","index"
"dcache_power_cc1",232689733.6151,232694978.8043,232684019.8881," total power usage of dcache_cc1",232684019.8881,232694978.8043,10958.916200012,5481.12716895187,0.500152302373284
"sim_total_loads",40418252,40420965,40415358," total number of loads executed",40415358,40420965,5607,2803.98686397303,0.500086831455865
"clock_power_cc1",857112067.742,853211510.1739,849417733.0024," total power usage of clock_cc1",849417733.0024,857112067.742,7694334.73959994,3847290.85751846,0.500016049174187
"clock_power_cc3",867174359.1463,861023807.8687,864094305.628," total power usage of clock_cc3",861023807.8687,867174359.1463,6150551.27759993,3075276.87598597,0.500000201150426
"bpred_bimod.dir_hits",20737400,20737399,20737401," total number of direction-predicted hits (includes addr-hits)",20737399,20737401,2,1,0.5
"bpred_bimod.misses",2473608,2473609,2473607," total number of misses",2473607,2473609,2,1,0.5
"bpred_bimod.bpred_jr_rate",0.785,0.7851,0.7849," JR address-prediction rate (i.e., JR addr-hits/JRs seen)",0.7849,0.7851,0.000199999999999978,9.9999999999989e-05,0.5
"sim_num_insn",145043042,145043042,145043042," total number of instructions committed",145043042,145043042,0,0,NA
"sim_num_refs",51386980,51386980,51386980," total number of loads and stores committed",51386980,51386980,0,0,NA
"sim_num_loads",33904322,33904322,33904322," total number of loads committed",33904322,33904322,0,0,NA
"sim_num_stores",17482658,17482658,17482658," total number of stores committed",17482658,17482658,0,0,NA
"sim_num_branches",23211008,23211008,23211008," total number of branches committed",23211008,23211008,0,0,NA
"sim_IPB",6.2489,6.2489,6.2489," instruction per branch",6.2489,6.2489,0,0,NA
"bpred_bimod.updates",23211008,23211008,23211008," total number of updates",23211008,23211008,0,0,NA
"bpred_bimod.jr_seen",2178506,2178506,2178506," total number of JR's seen",2178506,2178506,0,0,NA
"bpred_bimod.jr_non_ras_hits.PP",247371,247371,247371," total number of address-predicted hits for non-RAS JR's",247371,247371,0,0,NA
"bpred_bimod.jr_non_ras_seen.PP",659018,659018,659018," total number of non-RAS JR's seen",659018,659018,0,0,NA
"bpred_bimod.bpred_addr_rate",0.8636,0.8636,0.8636," branch address-prediction rate (i.e., addr-hits/updates)",0.8636,0.8636,0,0,NA
"bpred_bimod.bpred_dir_rate",0.8934,0.8934,0.8934," branch direction-prediction rate (i.e., all-hits/updates)",0.8934,0.8934,0,0,NA
"bpred_bimod.bpred_jr_non_ras_rate.PP",0.3754,0.3754,0.3754," non-RAS JR addr-pred rate (ie, non-RAS JR hits/JRs seen)",0.3754,0.3754,0,0,NA
"bpred_bimod.used_ras.PP",1519488,1519488,1519488," total number of RAS predictions used",1519488,1519488,0,0,NA
"il1.writebacks",0,0,0," total number of writebacks",0,0,0,0,NA
"il1.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"il1.miss_rate",0.029,0.029,0.029," miss rate (i.e., misses/ref)",0.029,0.029,0,0,NA
"il1.repl_rate",0.029,0.029,0.029," replacement rate (i.e., repls/ref)",0.029,0.029,0,0,NA
"il1.wb_rate",0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"il1.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"dl1.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"dl1.miss_rate",0.0251,0.0251,0.0251," miss rate (i.e., misses/ref)",0.0251,0.0251,0,0,NA
"dl1.repl_rate",0.0251,0.0251,0.0251," replacement rate (i.e., repls/ref)",0.0251,0.0251,0,0,NA
"dl1.wb_rate",0.0079,0.0079,0.0079," writeback rate (i.e., wrbks/ref)",0.0079,0.0079,0,0,NA
"dl1.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"ul2.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"ul2.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"itlb.writebacks",0,0,0," total number of writebacks",0,0,0,0,NA
"itlb.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"itlb.miss_rate",5e-04,5e-04,5e-04," miss rate (i.e., misses/ref)",5e-04,5e-04,0,0,NA
"itlb.repl_rate",5e-04,5e-04,5e-04," replacement rate (i.e., repls/ref)",5e-04,5e-04,0,0,NA
"itlb.wb_rate",0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"itlb.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"dtlb.writebacks",0,0,0," total number of writebacks",0,0,0,0,NA
"dtlb.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"dtlb.miss_rate",4e-04,4e-04,4e-04," miss rate (i.e., misses/ref)",4e-04,4e-04,0,0,NA
"dtlb.repl_rate",4e-04,4e-04,4e-04," replacement rate (i.e., repls/ref)",4e-04,4e-04,0,0,NA
"dtlb.wb_rate",0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"dtlb.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"avg_rename_power",0.418,0.418,0.418," avg power usage of rename unit",0.418,0.418,0,0,NA
"avg_bpred_power",4.5231,4.5231,4.5231," avg power usage of bpred unit",4.5231,4.5231,0,0,NA
"avg_window_power",2.2043,2.2043,2.2043," avg power usage of instruction window",2.2043,2.2043,0,0,NA
"avg_lsq_power",0.9632,0.9632,0.9632," avg power usage of lsq",0.9632,0.9632,0,0,NA
"avg_regfile_power",3.5725,3.5725,3.5725," avg power usage of arch. regfile",3.5725,3.5725,0,0,NA
"avg_icache_power",2.4769,2.4769,2.4769," avg power usage of icache",2.4769,2.4769,0,0,NA
"avg_dcache_power",6.0849,6.0849,6.0849," avg power usage of dcache",6.0849,6.0849,0,0,NA
"avg_dcache2_power",0.4842,0.4842,0.4842," avg power usage of dcache2",0.4842,0.4842,0,0,NA
"avg_alu_power",18.9412,18.9412,18.9412," avg power usage of alu",18.9412,18.9412,0,0,NA
"avg_falu_power",14.281,14.281,14.281," avg power usage of falu",14.281,14.281,0,0,NA
"avg_resultbus_power",2.2975,2.2975,2.2975," avg power usage of resultbus",2.2975,2.2975,0,0,NA
"avg_clock_power",26.0975,26.0975,26.0975," avg power usage of clock",26.0975,26.0975,0,0,NA
"avg_fetch_power",7.0001,7.0001,7.0001," average power of fetch unit per cycle",7.0001,7.0001,0,0,NA
"avg_dispatch_power",0.418,0.418,0.418," average power of dispatch unit per cycle",0.418,0.418,0,0,NA
"avg_issue_power",30.9754,30.9754,30.9754," average power of issue unit per cycle",30.9754,30.9754,0,0,NA
"avg_total_power_cycle",68.0633,68.0633,68.0633," average total power per cycle",68.0633,68.0633,0,0,NA
"avg_total_power_cycle_nofp_nod2",53.2981,53.2981,53.2981," average total power per cycle",53.2981,53.2981,0,0,NA
"bpred_power_cc2",52493161.4671,52493161.4671,52493161.4671," total power usage of bpred unit_cc2",52493161.4671,52493161.4671,0,0,NA
"total_bpred_access",23211008,23211008,23211008," total number accesses of bpred unit",23211008,23211008,0,0,NA
"max_rename_access",4,4,4," max number accesses of rename unit",4,4,0,0,NA
"max_bpred_access",4,4,4," max number accesses of bpred unit",4,4,0,0,NA
"max_window_access",18,18,18," max number accesses of instruction window",18,18,0,0,NA
"max_lsq_access",6,6,6," max number accesses of load/store queue",6,6,0,0,NA
"max_regfile_access",12,12,12," max number accesses of arch. regfile",12,12,0,0,NA
"max_icache_access",4,4,4," max number accesses of icache",4,4,0,0,NA
"max_dcache_access",4,4,4," max number accesses of dcache",4,4,0,0,NA
"max_dcache2_access",6,6,6," max number accesses of dcache2",6,6,0,0,NA
"max_alu_access",4,4,4," max number accesses of alu",4,4,0,0,NA
"max_resultbus_access",8,8,8," max number accesses of resultbus",8,8,0,0,NA
"sim_invalid_addrs",0,0,0," total non-speculative bogus addresses seen (debug var)",0,0,0,0,NA
"ld_text_base",4831838208,4831838208,4831838208," program text (code) segment base",4831838208,4831838208,0,0,NA
"ld_text_size",1564672,1564672,1564672," program text (code) size in bytes",1564672,1564672,0,0,NA
"ld_data_base",5368709120,5368709120,5368709120," program initialized data segment base",5368709120,5368709120,0,0,NA
"ld_data_size",277104,277104,277104," program init'ed `.data' and uninit'ed `.bss' size in bytes",277104,277104,0,0,NA
"ld_stack_base",4831424512,4831424512,4831424512," program stack segment base (highest address in stack)",4831424512,4831424512,0,0,NA
"ld_stack_size",16384,16384,16384," program initial stack size",16384,16384,0,0,NA
"ld_prog_entry",4831993712,4831993712,4831993712," program entry point (initial PC)",4831993712,4831993712,0,0,NA
"ld_environ_base",4831408128,4831408128,4831408128," program environment base address address",4831408128,4831408128,0,0,NA
"ld_target_big_endian",0,0,0," target executable endian-ness, non-zero if big endian",0,0,0,0,NA
"mem.page_count",390,390,390," total number of pages allocated",390,390,0,0,NA
"mem.ptab_miss_rate",7e-04,7e-04,7e-04," first level page table miss rate",7e-04,7e-04,0,0,NA
