"metric","C1","C2","C4","desc","min","max","range","sd","index"
"dl1.repl_rate",0.0446,0.0446,0.0446," replacement rate (i.e., repls/ref)",0.0446,0.0446,0,0,NA
"dl1.wb_rate",0.0367,0.0367,0.0367," writeback rate (i.e., wrbks/ref)",0.0367,0.0367,0,0,NA
"dl1.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"ul2.accesses",979,979,979," total number of accesses",979,979,0,0,NA
"ul2.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"ul2.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"itlb.misses",11,11,11," total number of misses",11,11,0,0,NA
"itlb.replacements",0,0,0," total number of replacements",0,0,0,0,NA
"itlb.writebacks",0,0,0," total number of writebacks",0,0,0,0,NA
"itlb.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"itlb.miss_rate",0.001,0.001,0.001," miss rate (i.e., misses/ref)",0.001,0.001,0,0,NA
"itlb.repl_rate",0,0,0," replacement rate (i.e., repls/ref)",0,0,0,0,NA
"itlb.wb_rate",0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"itlb.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"dtlb.accesses",2294,2294,2294," total number of accesses",2294,2294,0,0,NA
"dtlb.hits",2277,2277,2277," total number of hits",2277,2277,0,0,NA
"dtlb.misses",17,17,17," total number of misses",17,17,0,0,NA
"dtlb.replacements",0,0,0," total number of replacements",0,0,0,0,NA
"dtlb.writebacks",0,0,0," total number of writebacks",0,0,0,0,NA
"dtlb.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"dtlb.miss_rate",0.0074,0.0074,0.0074," miss rate (i.e., misses/ref)",0.0074,0.0074,0,0,NA
"dtlb.repl_rate",0,0,0," replacement rate (i.e., repls/ref)",0,0,0,0,NA
"dtlb.wb_rate",0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"dtlb.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"avg_rename_power",0.418,0.418,0.418," avg power usage of rename unit",0.418,0.418,0,0,NA
"avg_bpred_power",4.5231,4.5231,4.5231," avg power usage of bpred unit",4.5231,4.5231,0,0,NA
"avg_window_power",2.2043,2.2043,2.2043," avg power usage of instruction window",2.2043,2.2043,0,0,NA
"avg_lsq_power",0.9632,0.9632,0.9632," avg power usage of lsq",0.9632,0.9632,0,0,NA
"avg_regfile_power",3.5725,3.5725,3.5725," avg power usage of arch. regfile",3.5725,3.5725,0,0,NA
"avg_icache_power",2.4769,2.4769,2.4769," avg power usage of icache",2.4769,2.4769,0,0,NA
"avg_dcache_power",6.0849,6.0849,6.0849," avg power usage of dcache",6.0849,6.0849,0,0,NA
"avg_dcache2_power",0.4842,0.4842,0.4842," avg power usage of dcache2",0.4842,0.4842,0,0,NA
"avg_alu_power",18.9412,18.9412,18.9412," avg power usage of alu",18.9412,18.9412,0,0,NA
"avg_falu_power",14.281,14.281,14.281," avg power usage of falu",14.281,14.281,0,0,NA
"avg_resultbus_power",2.2975,2.2975,2.2975," avg power usage of resultbus",2.2975,2.2975,0,0,NA
"avg_clock_power",26.0975,26.0975,26.0975," avg power usage of clock",26.0975,26.0975,0,0,NA
"avg_fetch_power",7.0001,7.0001,7.0001," average power of fetch unit per cycle",7.0001,7.0001,0,0,NA
"avg_dispatch_power",0.418,0.418,0.418," average power of dispatch unit per cycle",0.418,0.418,0,0,NA
"avg_issue_power",30.9754,30.9754,30.9754," average power of issue unit per cycle",30.9754,30.9754,0,0,NA
"avg_total_power_cycle",68.0633,68.0633,68.0633," average total power per cycle",68.0633,68.0633,0,0,NA
"avg_total_power_cycle_nofp_nod2",53.2981,53.2981,53.2981," average total power per cycle",53.2981,53.2981,0,0,NA
"bpred_power_cc1",7234.7407,7234.7407,7234.7407," total power usage of bpred unit_cc1",7234.7407,7234.7407,0,0,NA
"bpred_power_cc2",4281.1391,4281.1391,4281.1391," total power usage of bpred unit_cc2",4281.1391,4281.1391,0,0,NA
"dcache_power_cc2",6964.1752,6964.1752,6964.1752," total power usage of dcache_cc2",6964.1752,6964.1752,0,0,NA
"dcache2_power_cc2",237.0308,237.0308,237.0308," total power usage of dcache2_cc2",237.0308,237.0308,0,0,NA
"total_bpred_access",1893,1893,1893," total number accesses of bpred unit",1893,1893,0,0,NA
"total_lsq_access",2312,2312,2312," total number accesses of load/store queue",2312,2312,0,0,NA
"total_dcache_access",2289,2289,2289," total number accesses of dcache",2289,2289,0,0,NA
"total_dcache2_access",979,979,979," total number accesses of dcache2",979,979,0,0,NA
"max_rename_access",4,4,4," max number accesses of rename unit",4,4,0,0,NA
"max_bpred_access",3,3,3," max number accesses of bpred unit",3,3,0,0,NA
"max_window_access",16,16,16," max number accesses of instruction window",16,16,0,0,NA
"max_lsq_access",4,4,4," max number accesses of load/store queue",4,4,0,0,NA
"max_regfile_access",10,10,10," max number accesses of arch. regfile",10,10,0,0,NA
"max_icache_access",4,4,4," max number accesses of icache",4,4,0,0,NA
"max_dcache_access",4,4,4," max number accesses of dcache",4,4,0,0,NA
"max_dcache2_access",4,4,4," max number accesses of dcache2",4,4,0,0,NA
"max_alu_access",4,4,4," max number accesses of alu",4,4,0,0,NA
"max_resultbus_access",6,6,6," max number accesses of resultbus",6,6,0,0,NA
"sim_invalid_addrs",0,0,0," total non-speculative bogus addresses seen (debug var)",0,0,0,0,NA
"ld_text_base",4831838208,4831838208,4831838208," program text (code) segment base",4831838208,4831838208,0,0,NA
"ld_text_size",65536,65536,65536," program text (code) size in bytes",65536,65536,0,0,NA
"ld_data_base",5368709120,5368709120,5368709120," program initialized data segment base",5368709120,5368709120,0,0,NA
"ld_data_size",743728,743728,743728," program init'ed `.data' and uninit'ed `.bss' size in bytes",743728,743728,0,0,NA
"ld_stack_base",4831424512,4831424512,4831424512," program stack segment base (highest address in stack)",4831424512,4831424512,0,0,NA
"ld_stack_size",16384,16384,16384," program initial stack size",16384,16384,0,0,NA
"ld_prog_entry",4831846480,4831846480,4831846480," program entry point (initial PC)",4831846480,4831846480,0,0,NA
"ld_environ_base",4831408128,4831408128,4831408128," program environment base address address",4831408128,4831408128,0,0,NA
"ld_target_big_endian",0,0,0," target executable endian-ness, non-zero if big endian",0,0,0,0,NA
"mem.page_count",18,18,18," total number of pages allocated",18,18,0,0,NA
"mem.ptab_miss_rate",0.002,0.002,0.002," first level page table miss rate",0.002,0.002,0,0,NA
